id,name,time,creator,level,placeOfOrigin,museum,type,size,material,description,collectionUrl,imageUrl,name_tran,time_tran,creator_tran,level_tran,placeOfOrigin_tran,museum_tran,type_tran,size_tran,material_tran,description_tran
16817,宋白釉小瓷盒（盖失）,宋,无,一般,无,陕西博物馆,无,口径10.5cm，高4.5cm，0.170kg,瓷器,无,https://www.sxhm.com/collections/detail/4299.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc15431efc1.jpg,无,无,无,无,无,无,无,无,无,无
16818,元酱釉旋纹瓷瓶,元,无,三级,无,陕西博物馆,无,口径4.2cm，高13cm，底径5cm，0.318kg,瓷器,无,https://www.sxhm.com/collections/detail/4303.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc157aad506.jpg,无,无,无,无,无,无,无,无,无,无
16819,元黑釉瓷瓶,元,无,三级,无,陕西博物馆,无,高22.7cm，口径7cm，底径8.5cm，0.897kg,瓷器,无,https://www.sxhm.com/collections/detail/4307.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc15b5af892.jpg,无,无,无,无,无,无,无,无,无,无
16820,宋青釉小瓷碗,宋,无,一般,无,陕西博物馆,无,口径13.3cm，高4.3cm，0.150kg,瓷器,无,https://www.sxhm.com/collections/detail/4312.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc15ebb82fa.jpg,无,无,无,无,无,无,无,无,无,无
16821,宋青釉瓷碗,宋,无,三级,无,陕西博物馆,无,高5cm，口径10.5cm，0.332kg,瓷器,无,https://www.sxhm.com/collections/detail/4314.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc161b43350.jpg,无,无,无,无,无,无,无,无,无,无
16822,元黑釉瓷罐,元,无,三级,无,陕西博物馆,无,高24.5cm，口径4.5cm，底径10cm，1.449kg,瓷器,无,https://www.sxhm.com/collections/detail/4322.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc167e4a073.jpg,无,无,无,无,无,无,无,无,无,无
16823,元黑釉小瓷瓶,元,无,三级,无,陕西博物馆,无,高13.4cm，口径4cm，底径3.2cm，0.170kg,瓷器,无,https://www.sxhm.com/collections/detail/4325.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc175bc5f67.jpg,无,无,无,无,无,无,无,无,无,无
16824,汉玄武瓦当,汉,无,一般,无,陕西博物馆,无,直径18.5cm，1.054kg,石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4338.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc190254326.jpg,无,无,无,无,无,无,无,无,无,无
16825,汉青龙纹瓦当,汉,无,一般,无,陕西博物馆,无,直径18.5cm，1.324kg,石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4341.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc194084206.jpg,无,无,无,无,无,无,无,无,无,无
16826,汉与年无极当,汉,无,一般,无,陕西博物馆,无,直径16.5cm，0.830kg,石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4344.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc19782c4e7.jpg,无,无,无,无,无,无,无,无,无,无
16827,汉连珠纹文字当,汉,无,一般,无,陕西博物馆,无,直径15.3cm，0.716kg,石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4347.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc19bce4375.jpg,无,无,无,无,无,无,无,无,无,无
16828,汉口含,汉,无,一般,无,陕西博物馆,无,"长4cm,宽2.3cm,厚1.2，0.014kg",石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4350.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc19f7c818c.jpg,无,无,无,无,无,无,无,无,无,无
16829,汉下水道,汉,无,一般,无,陕西博物馆,无,"口径19cm,长26.5cm，2.430kg",石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4352.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc1a33d4dbc.JPG,无,无,无,无,无,无,无,无,无,无
16830,汉千秋万岁瓦当,汉,无,一般,无,陕西博物馆,无,"直径14cm,长69cm，4.543kg",石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4355.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc1a7347457.jpg,无,无,无,无,无,无,无,无,无,无
16831,宋灰蓝釉双耳瓷罐,宋,无,三级,无,陕西博物馆,无,高8.5cm，口径9cm，底径6cm，0.559kg,瓷器,无,https://www.sxhm.com/collections/detail/4359.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc1ac77d54c.jpg,无,无,无,无,无,无,无,无,无,无
16832,汉四神白虎瓦当,汉,无,一般,无,陕西博物馆,无,"直径18.3cm,厚2.2cm，1.286kg",石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4360.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc1abb8a046.jpg,无,无,无,无,无,无,无,无,无,无
16833,元褐釉双系瓷罐,元,无,三级,无,陕西博物馆,无,高17.5cm，口径4.5cm，0.844kg,瓷器,无,https://www.sxhm.com/collections/detail/4362.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc1af36cb56.jpg,无,无,无,无,无,无,无,无,无,无
16834,汉灰陶绳纹板瓦,汉,无,一般,无,陕西博物馆,无,"长45.5cm,宽31.5cm,厚1.8cm，4.154kg",石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4363.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc1b03adc41.jpg,无,无,无,无,无,无,无,无,无,无
16835,元黄釉印花瓷碗,元,无,一般,无,陕西博物馆,无,口径16.5cm，高6.5cm，0.400kg,瓷器,无,https://www.sxhm.com/collections/detail/4365.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc1b356cdd1.jpg,无,无,无,无,无,无,无,无,无,无
16836,汉圆形石砚,汉,无,一般,无,陕西博物馆,无,"长15.5cm,厚0.9cm，0.504kg",石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4366.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc1b35338fb.jpg,无,无,无,无,无,无,无,无,无,无
16837,汉椭圆形石器,汉,无,一般,无,陕西博物馆,无,"长11.4cm,宽7.3cm，0.379kg",石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4369.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc1b706495c.JPG,无,无,无,无,无,无,无,无,无,无
16838,元青釉划花瓷碗,元,无,一般,无,陕西博物馆,无,口径16.8cm，高8.5cm，0.540kg,瓷器,无,https://www.sxhm.com/collections/detail/4370.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc1b7f02992.jpg,无,无,无,无,无,无,无,无,无,无
16839,宋酱釉刻花瓷碗,宋,无,三级,无,陕西博物馆,无,口径16.4cm，0.450kg,瓷器,无,https://www.sxhm.com/collections/detail/4372.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc1baf39ec7.jpg,无,无,无,无,无,无,无,无,无,无
16840,汉白虎瓦当,汉,无,一般,无,陕西博物馆,无,直径17.5cm，0.663kg,石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4374.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc1bc02ea9d.JPG,无,无,无,无,无,无,无,无,无,无
16841,宋黑釉瓷罐,宋,无,三级,无,陕西博物馆,无,高19cm，口径5.3cm，底径6.7cm，0.998kg,瓷器,无,https://www.sxhm.com/collections/detail/4375.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc1bdc1ed3e.jpg,无,无,无,无,无,无,无,无,无,无
16842,元青釉双系瓷罐,元,无,三级,无,陕西博物馆,无,高26.5cm，口径6cm，2.572kg,瓷器,无,https://www.sxhm.com/collections/detail/4379.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc1c1642e7c.jpg,无,无,无,无,无,无,无,无,无,无
16843,宋黑釉瓷罐,宋,无,三级,无,陕西博物馆,无,高21.5cm，口径3.7cm，0.737kg,瓷器,无,https://www.sxhm.com/collections/detail/4382.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc1c4cb9d43.jpg,无,无,无,无,无,无,无,无,无,无
16844,宋黑釉瓷罐,宋,无,二级,无,陕西博物馆,无,高21.2cm，口径3.7cm，底径8.8cm，0.961kg,瓷器,无,https://www.sxhm.com/collections/detail/4389.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc1cbfcc6b6.jpg,无,无,无,无,无,无,无,无,无,无
16845,宋青釉印花瓷盒,宋,无,三级,无,陕西博物馆,无,高4.7cm，口径5.5cm，0.073kg,瓷器,无,https://www.sxhm.com/collections/detail/4392.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc1cec6f956.jpg,无,无,无,无,无,无,无,无,无,无
16846,宋耀州窑青釉划花瓷碗,宋,无,三级,无,陕西博物馆,无,高4.5cm，口径14cm，0.140kg,瓷器,无,https://www.sxhm.com/collections/detail/4393.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc1d1a8abfb.jpg,无,无,无,无,无,无,无,无,无,无
16847,宋耀州窑青釉划花瓷碗,宋,无,三级,无,陕西博物馆,无,高5cm，口径14.5cm，0.152kg,瓷器,无,https://www.sxhm.com/collections/detail/4395.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc1d4c0b837.jpg,无,无,无,无,无,无,无,无,无,无
16848,汉“长生无极”瓦当,汉,无,三级,无,陕西博物馆,无,直径18cm，1.250kg,石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4397.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc1d5084815.jpg,无,无,无,无,无,无,无,无,无,无
16849,宋青釉印花瓷碗,宋,无,三级,无,陕西博物馆,无,口径16.5cm，0.222kg,瓷器,无,https://www.sxhm.com/collections/detail/4400.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc1d7ead188.jpg,无,无,无,无,无,无,无,无,无,无
16850,汉空心砖,汉,无,一般,无,陕西博物馆,无,"长96cm,宽34cm，50.000kg",石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4402.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc1d89b6072.JPG,无,无,无,无,无,无,无,无,无,无
16851,宋影青印花小瓷碗,宋,无,一般,无,陕西博物馆,无,口径12.7cm，高4cm，0.100kg,瓷器,无,https://www.sxhm.com/collections/detail/4406.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc1db7e5aeb.jpg,无,无,无,无,无,无,无,无,无,无
16852,汉云纹瓦当,汉,无,三级,无,陕西博物馆,无,径15.6cm，0.535kg,石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4407.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc1de830cda.jpg,无,无,无,无,无,无,无,无,无,无
16853,宋影青印花小瓷碗,宋,无,一般,无,陕西博物馆,无,口径12.5cm，高4cm，0.090kg,瓷器,无,https://www.sxhm.com/collections/detail/4411.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc1e10dc751.jpg,无,无,无,无,无,无,无,无,无,无
16854,汉“长生无极”瓦当,汉,无,三级,无,陕西博物馆,无,"径17.8cm,筒长38cm，3.560kg",石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4412.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc1e1d94f20.jpg,无,无,无,无,无,无,无,无,无,无
16855,汉云纹筒瓦,汉,无,三级,无,陕西博物馆,无,"径15.6cm,长42cm，2.925kg",石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4415.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc1e54086ba.jpg,无,无,无,无,无,无,无,无,无,无
16856,汉“长生无极”瓦当,汉,无,三级,无,陕西博物馆,无,径17cm，0.989kg,石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4419.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc1ed21fda0.jpg,无,无,无,无,无,无,无,无,无,无
16857,宋黑釉瓷罐,宋,无,三级,无,陕西博物馆,无,高14.8cm，口径5cm，底径7.8cm，0.677kg,瓷器,无,https://www.sxhm.com/collections/detail/4423.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc1f03a0b16.jpg,无,无,无,无,无,无,无,无,无,无
16858,汉长生无极瓦当,汉,无,二级,无,陕西博物馆,无,径18cm，0.960kg,石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4424.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc1eff08fc5.jpg,无,无,无,无,无,无,无,无,无,无
16859,汉大布瓦,汉,无,二级,无,陕西博物馆,无,"长49cm,宽35cm，5.590kg",石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4426.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc1f4078b54.jpg,无,无,无,无,无,无,无,无,无,无
16860,汉“长生无极”瓦当,汉,无,三级,无,陕西博物馆,无,径17cm，1.099kg,石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4429.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc1f716f48e.jpg,无,无,无,无,无,无,无,无,无,无
16861,元褐釉瓷瓶,元,无,三级,无,陕西博物馆,无,高31cm，口径5cm，底径10.5cm，2.046kg,瓷器,无,https://www.sxhm.com/collections/detail/4430.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc1f80b7f79.jpg,无,无,无,无,无,无,无,无,无,无
16862,汉方砖,汉,无,一般,无,陕西博物馆,无,"长25cm,宽27cm，5.520kg",石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4432.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc1fb1169fc.jpg,无,无,无,无,无,无,无,无,无,无
16863,宋影青划花瓷碗,宋,无,三级,无,陕西博物馆,无,口径11.6cm，0.151kg,瓷器,无,https://www.sxhm.com/collections/detail/4434.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc1fca6ec5c.jpg,无,无,无,无,无,无,无,无,无,无
16864,汉“长生无极”瓦当,汉,无,一般,无,陕西博物馆,无,径16.9cm，0.547kg,石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4437.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc1ff0b1d5a.jpg,无,无,无,无,无,无,无,无,无,无
16865,宋霍窑白釉刻花瓷盘,宋,无,三级,无,陕西博物馆,无,高3.3cm，口径17cm，0.160kg,瓷器,无,https://www.sxhm.com/collections/detail/4439.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc20207d7c9.jpg,无,无,无,无,无,无,无,无,无,无
16866,汉延年益寿瓦当,汉,无,二级,无,陕西博物馆,无,径19.3cm，1.490kg,石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4441.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc202c3db29.jpg,无,无,无,无,无,无,无,无,无,无
16867,汉“万岁千秋”墓瓦,汉,无,一般,无,陕西博物馆,无,"长59cm,宽40cm，22.210kg",石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4444.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc205dde72a.jpg,无,无,无,无,无,无,无,无,无,无
16868,宋霍窑白釉印花瓷碗,宋,无,三级,无,陕西博物馆,无,高4.3cm，口径10.9cm，0.070kg,瓷器,无,https://www.sxhm.com/collections/detail/4445.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc2066302b7.jpg,无,无,无,无,无,无,无,无,无,无
16869,汉“延年益寿与相恃日月同光”脊瓦,汉,无,二级,无,陕西博物馆,无,长43.5cm，宽10.7cm，高7.8cm，2.545kg,石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4448.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc209f28483.JPG,无,无,无,无,无,无,无,无,无,无
16870,宋白釉瓷碗,宋,无,三级,无,陕西博物馆,无,口径11.5cm，0.078kg,瓷器,无,https://www.sxhm.com/collections/detail/4450.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc20b71c5c3.jpg,无,无,无,无,无,无,无,无,无,无
16871,汉石窍塞,汉,无,一般,无,陕西博物馆,无,长1.5cm，5.000kg,石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4453.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc20e5d6b23.jpg,无,无,无,无,无,无,无,无,无,无
16872,宋耀州窑青瓷印花瓷碗,宋,无,二级,无,陕西博物馆,无,高8cm，口径20cm，0.378kg,瓷器,无,https://www.sxhm.com/collections/detail/4456.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc211951262.jpg,无,无,无,无,无,无,无,无,无,无
16873,汉“官匠”砖,汉,无,一般,无,陕西博物馆,无,"长22cm,宽16.5cm，4.450kg",石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4457.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc211ee0292.jpg,无,无,无,无,无,无,无,无,无,无
16874,汉“华仓”瓦当,汉,无,三级,无,陕西博物馆,无,径15.5cm，0.565kg,石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4460.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc21561f5e0.jpg,无,无,无,无,无,无,无,无,无,无
16875,宋青釉葵口瓷碗,宋,无,三级,无,陕西博物馆,无,口径18cm，0.267kg,瓷器,无,https://www.sxhm.com/collections/detail/4463.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc216be911a.jpg,无,无,无,无,无,无,无,无,无,无
16876,宋耀州窑青釉印花瓷盘,宋,无,三级,无,陕西博物馆,无,口径11.5cm，高2.5cm，0.090kg,瓷器,无,https://www.sxhm.com/collections/detail/4467.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc21a574662.jpg,无,无,无,无,无,无,无,无,无,无
16877,汉残陶瓦当,汉,无,未定级,无,陕西博物馆,无,直径16cm，0.700kg,石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4468.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc2195070fb.JPG,无,无,无,无,无,无,无,无,无,无
16878,汉云气纹瓦当,汉,无,未定级,无,陕西博物馆,无,直径16cm，1.500kg,石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4473.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc21dec1d33.JPG,无,无,无,无,无,无,无,无,无,无
16879,宋青釉瓷碗,宋,无,一般,无,陕西博物馆,无,口径11.7cm，高6.2cm，0.140kg,瓷器,无,https://www.sxhm.com/collections/detail/4475.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc21f191cbd.jpg,无,无,无,无,无,无,无,无,无,无
16880,汉残带钱印灰陶砖,汉,无,未定级,无,陕西博物馆,无,"长29cm,宽11.5cm,厚5.3cm，2.600kg",石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4478.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc221784974.JPG,无,无,无,无,无,无,无,无,无,无
16881,汉残棺床砖,汉,无,未定级,无,陕西博物馆,无,"长14.5cm,宽15cm,厚5.8cm，3.100kg",石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4480.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc226f3c6be.JPG,无,无,无,无,无,无,无,无,无,无
16882,汉朱书板瓦,汉,无,未定级,无,陕西博物馆,无,"长23.5cm,高4cm,宽16.5cm，0.900kg",石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4482.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc22dcf17c9.JPG,无,无,无,无,无,无,无,无,无,无
16883,汉残刻铭砖,汉,无,未定级,无,陕西博物馆,无,"残宽7.5cm,残长12cm,厚2.5cm，0.300kg",石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4483.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc2315b0fed.JPG,无,无,无,无,无,无,无,无,无,无
16884,汉残兽瓦,汉,无,未定级,无,陕西博物馆,无,"残长23cm,高10.5cm，2.100kg",石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4484.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc235161bbd.JPG,无,无,无,无,无,无,无,无,无,无
16885,汉残朱书陶砖,汉,无,未定级,无,陕西博物馆,无,"长33cm,宽16cm,高7cm，5.100kg",石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4485.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc2392602c9.JPG,无,无,无,无,无,无,无,无,无,无
